Rank  Name                    Rating
1946.  Woody Hunt                    10.401
1947.  Thomas Schiessling            10.354
1948.  Ze Zhang                      10.334
1949.  Daniel Elahi Galan            10.249
1950.  Peter Handoyo                 10.236
1951.  Howard Jameson                10.231
1952.  Gilles Bastie                 10.194
1953.  Agostino Serra                10.172
1954.  Erwin Jager                   10.144
1955.  John Alexander                10.088
1956.  Brian Ford                    10.087
1957.  Manuel Sanchez                10.076
1958.  Oscar Bustos                  10.075
1959.  Paulo Carvallo                10.033
1960.  Yshai Oliel                    9.966
1961.  Andrea Arnaboldi                9.96
1962.  Hashim Bin Sidek               9.908
1963.  Jiri Medonos                   9.876
1964.  Ralph Geiger                    9.86
1965.  Christopher Sylvan             9.788
1966.  Federico Castelnuovo           9.717
1967.  Jirat Navasirisomboon          9.689
1968.  Steve Faulk                    9.671
1969.  Reynaldo Garrido               9.633
1970.  Filippo Messori                9.623
1971.  Peter Nagy                     9.609
1972.  Kacper Zuk                     9.531
1973.  Gabriel Trujillo Soler         9.524
1974.  Israel Morales                 9.522
1975.  Alan Lane                      9.516
1976.  Ian Pollard                    9.483
1977.  Zoltan Ilin                    9.476
1978.  Daniel Cukierman               9.474
1979.  Jack Acheson                   9.463
1980.  Arthur Anastopoulo             9.417
1981.  Fabio Maggi                    9.417
1982.  Marcin Gawron                  9.411
1983.  Mark Keil                      9.387
1984.  Gary Lemon                     9.381
1985.  Ilia Kushev                    9.344
1986.  Jose Antonio Pepe Conde        9.333
1987.  Brian Dabul                    9.328
1988.  Branko Horvat                  9.321
1989.  Tung Yi Kho                    9.318
1990.  William Brown                   9.26
1991.  Frederic Fontang               9.251
1992.  Neville Nette                  9.249
1993.  Albano Olivetti                9.246
1994.  Gary Thoroughood               9.236
1995.  A Boss                         9.226
1996.  Jose Francisco Altur           9.187
1997.  Fernando Perez Pascal          9.183
1998.  Keishiro Yanagi                9.162
1999.  David Dilucia                  9.147
2000.  Michael Geerts                 9.115
2001.  Tim Pawsat                       9.1
2002.  Sergio Gutierrez Ferrol          9.1
2003.  Wayne Pascoe                   9.051
2004.  Michael Sangster               9.046
2005.  Johnny Goudenbour              9.003
2006.  Constantin Popovici              9.0
2007.  Graeme Scott                   8.963
2008.  Rafael Arevalo                  8.96
2009.  Richard Gasquet                8.925
2010.  Daniil Ostapenkov              8.917
2011.  Gerald Marzenell               8.867
2012.  Juan Pablo Varillas            8.825
2013.  Tim Smyczek                    8.791
2014.  Pedro Sotomayor                 8.78
2015.  Wolfgang Popp                  8.743
2016.  Fitriadi M Rifqi               8.734
2017.  Markus Hipfl                   8.718
2018.  Alexander Donski               8.701
2019.  Detler Herdy                   8.693
2020.  Frank Schmitz                  8.686
2021.  Antonio Martinez               8.646
2022.  Jiri Vanek                     8.576
2023.  Howard Herr                     8.52
2024.  Emilio Gomez                    8.52
2025.  Brian Flood                    8.513
2026.  Dave Shibley                   8.448
2027.  Robin Elliott                  8.429
2028.  Wilhelm Burgemeister           8.397
2029.  Blaz Rola                      8.375
2030.  Rick Rozen                     8.348
2031.  Steve Fiske                    8.343
2032.  John Powers                    8.333
2033.  M Boerma                       8.322
2034.  Markus Eriksson                8.298
2035.  Alexander Erler                8.227
2036.  Alexandros Skorilas            8.206
2037.  Mousa Alkotop                  8.163
2038.  John Hayes                     8.123
2039.  Vladimir Petrovic              8.068
2040.  Jacques Manset                 8.065
2041.  Petr Nesterov                  8.034
2042.  Matthew McDonald               8.014
2043.  Bernardo Mota                  8.012
2044.  Gustavo Giussani               7.997
2045.  Lucio Baltazar                 7.928
2046.  Brent Larkham                  7.927
2047.  Michael Hill                   7.919
2048.  Horst Ritter                    7.91
2049.  Nicolai Budkov Kjaer           7.896
2050.  Francisco Ferrer               7.861
2051.  Michael Appleton               7.835
2052.  Christian Bimes                7.826
2053.  Tim Clements                   7.786
2054.  Ivan Gakhov                    7.775
2055.  George Tittmann                7.772
2056.  Yohny Romero                   7.745
2057.  Michal Chmela                  7.735
2058.  P Mortoire                     7.724
2059.  Roberto Quiroz                 7.656
2060.  Desmond Early                  7.651
2061.  Yves Allegro                   7.647
2062.  Hans Schwaier                   7.52
2063.  Maciej Kost                    7.511
2064.  Daniel Marco                   7.426
2065.  Desmond Shaw                   7.382
2066.  Jonathan Mridha                7.355
2067.  Shinya Tanaka                  7.269
2068.  Bobby Reynolds                  7.24
2069.  Nicolas Salama                 7.199
2070.   Herraiz                       7.187
2071.  Mike Carpenter                 7.178
2072.  Petar Jelenic                  7.166
2073.  A Ferguson                     7.154
2074.  Uladzimir Ignatik              7.146
2075.  Alexander Shvec                 7.14
2076.  A Galbraith                    7.118
2077.  Marcin Matkowski               7.103
2078.  Vladyslav Orlov                7.029
2079.  Robert Machan                  7.007
2080.  Nicolas Devilder                6.98
2081.  Alfonso Gonzalez               6.961
2082.  Dinu Pescariu                  6.943
2083.  Florian Krumrey                6.937
2084.  Patrice Wiman                  6.868
2085.  Harold Mayot                   6.867
2086.  John Chris Lewis               6.856
2087.  Mohammed Khalid                6.852
2088.  Piero Luisi                    6.844
2089.  A Macdonald                    6.837
2090.  Massimo Zampieri               6.809
2091.  Phil Lehnhoff                  6.723
2092.  Pete Spiller                   6.707
2093.  Scott Lipton                   6.697
2094.  Federico Coria                 6.679
2095.  Philip Sekulic                 6.656
2096.  Tobias Svantesson              6.641
2097.  Nicolas Alvarez Varona         6.626
2098.  Denis Naegelen                  6.62
2099.  Vimuktha De Alwis               6.62
2100.  Thomas Fabbiano                6.599
2101.  Guido Andreozzi                6.597
2102.  Giulio Zeppieri                6.465
2103.  Bill Harris                    6.423
2104.  Jan Simbera                    6.407
2105.  Jason Cask                     6.405
2106.  Gary Drake                      6.37
2107.  R Bortulan                     6.363
2108.  Robert Morrison                6.334
2109.  Tennys Sandgren                6.284
2110.  Stefano Cobolli                6.263
2111.  Andras Szikszay                6.261
2112.  Romain Jouan                   6.232
2113.  Hendrik Jan Davids             6.167
2114.  Javier Sanchez                  6.15
2115.  Marcel Kunzler                 6.128
2116.  Bill Bennion                   5.999
2117.  Matei Pampoulov                5.978
2118.  John Solow                     5.887
2119.  Donald Fontana                 5.886
2120.  Garth Thomson                  5.883
2121.  Yi Zhou                        5.875
2122.  Jeff Robinson                  5.872
2123.  Ted Scherman                    5.81
2124.  Enrique Guerrero               5.785
2125.  Emilio Benfele Alvarez         5.762
2126.  Scott Warner                   5.706
2127.  Gundars Tilmanis               5.683
2128.  Jean Michel Durango            5.638
2129.  Keith Richardson               5.626
2130.  X Zhao                         5.602
2131.  Barry King                     5.556
2132.  Clive Wilderspin               5.542
2133.  Doug Burke                     5.522
2134.  Philip Davydenko               5.521
2135.  Benjy Robins                   5.515
2136.  Don Wilson                      5.51
2137.  Palaphoom Kovapitukted         5.501
2138.  Lex Hester                       5.5
2139.  Prima Simpatiaji               5.476
2140.  Bill Bond                      5.466
2141.  Nikos Rovas                    5.466
2142.  Antonio Rasicci                 5.45
2143.  Andre Sa                       5.448
2144.  Aldin Setkic                   5.436
2145.  Takao Yamamoto                 5.386
2146.  Gardnar Mulloy                 5.384
2147.  Jiri Prucha                    5.369
2148.  Wouter Fok                     5.316
2149.  Sule Ladipo                    5.273
2150.  A G Barker                     5.197
2151.  Nils Langer                    5.185
2152.  Javier Soler                   5.145
2153.  Andy Andrews                   5.099
2154.  Lewis Sylvester                5.097
2155.  Mehdi Benyebka                  5.05
2156.  David Livingston               5.048
2157.  Gerard Pilet                   5.018
2158.  Heinz Gildemeister             5.017
2159.  Alexandre Strambini            4.971
2160.  David Graham                   4.937
2161.  Dale Power                     4.916
2162.  Zacharie Moungnol               4.89
2163.  Jeff Turpin                    4.865
2164.  Vic Rollins                    4.853
2165.  Goran Oresic                     4.8
2166.  Jack Adolphson                 4.777
2167.  Trevor Allan                   4.701
2168.  Abdel Gawad Mohammed            4.66
2169.  Howard Joffe                   4.593
2170.  Peter Becroft                  4.576
2171.  David Smith                    4.572
2172.  Andres Filimonov               4.461
2173.  Balazs Veress                  4.449
2174.  Diego Cubas                    4.429
2175.  Alejandro Gonzalez             4.416
2176.  Zdenek Kolar                   4.406
2177.  Petros Tsitsipas               4.391
2178.  Chi Wan Kim                    4.389
2179.  Mike Gandolfo                  4.364
2180.  Pablo Andujar                  4.352
2181.  Daniil Glinka                  4.329
2182.  Andre Van Der Merwe B          4.284
2183.  U Zerngibl                     4.119
2184.  John Mcmanus                     4.1
