Rank  Name                               Rating
7249.    Dimitri Sturdza                   -83.497 
7250.    Bob Alloo                         -83.534 
7251.    Alan Mackin                       -83.678 
7252.    Haydn Lewis                       -83.823 
7253.    Mark Turpin                       -83.855 
7254.    Frithjof Prydz                    -83.894 
7255.    Andrei Rybalko                    -84.053 
7256.    John Peckskamp                    -84.071 
7257.    Bob Stock                         -84.111 
7258.    Dave Harmon                       -84.111 
7259.    Bulent Altinkaya                   -84.13 
7260.    Osamu Ishiguro                     -84.17 
7261.    Slimane Saoudi                    -84.197 
7262.    Helge Koll                        -84.221 
7263.    Michael Hickey                    -84.384 
7264.    Bjorn Munroe                      -84.401 
7265.    Scott Willinsky                   -84.521 
7266.    Edgar Hernandez Perez             -84.827 
7267.    Alberto Laborde                   -84.928 
7268.    Roberto Lombardi                  -85.075 
7269.    Ben Bishop                         -85.08 
7270.    John Antonas                      -85.098 
7271.    Kenny Thorne                      -85.195 
7272.    Fernando Vicente                  -85.197 
7273.    Francisco Truchi                  -85.433 
7274.    Chris Burr                        -85.451 
7275.    Pierre Joly                       -85.642 
7276.    Tsolak Gevorgyan                  -85.935 
7277.    Markus Gunthardt                  -86.067 
7278.    Alex Kurucz                        -86.09 
7279.    Olivier Soules                    -86.211 
7280.    Thomas Haldin                     -86.276 
7281.    Jacques Thamin                    -86.347 
7282.    Tadas Babelis                     -86.403 
7283.    Jean Louis Haillet                -86.535 
7284.    John Farrington                   -86.598 
7285.    Patricio Rodriguez Chi            -86.955 
7286.    Mounir El Aarej                   -87.124 
7287.    Jaime Subirats                    -87.159 
7288.    George Tsivadze                    -87.28 
7289.    Thedy Stalder                     -87.406 
7290.    Tahsin Gursoy                     -87.449 
7291.    Ken Stuart                        -87.669 
7292.    Charles Chang                     -87.729 
7293.    Rocky Royer                       -87.737 
7294.    Peter Johnston                    -87.828 
7295.    Ferenc Csepai                     -88.256 
7296.    Li Tu                             -88.267 
7297.    Aditya Hari Sasongko              -88.326 
7298.    Sanjar Fayziev                    -88.401 
7299.    Paul Thompson                     -88.482 
7300.    Ajeet Rai                         -88.797 
7301.    Facundo Arguello                  -88.849 
7302.    Ryuso Tsujino                     -89.029 
7303.    Brian Marcus                      -89.046 
7304.    Steven Diez                       -89.064 
7305.    Khoder Issa                       -89.065 
7306.    Beyazit Anbar                     -89.066 
7307.    James Ward                        -89.112 
7308.    Steve Siegel                      -89.126 
7309.    Peter Burwash                     -89.341 
7310.    Sebastien Graeff                  -89.756 
7311.    Tony Jonsson                      -90.166 
7312.    Dineshkanthan Thangarajah         -90.253 
7313.    Michele Fioroni                   -90.266 
7314.    Arjun Perera                      -90.388 
7315.    Anthony Susanto                   -90.517 
7316.    Quentin Pretorius                 -90.792 
7317.    Jordi Munoz Abreu                 -91.073 
7318.    Juan Farrow                       -91.079 
7319.    Nodar Itonishvili                 -91.375 
7320.    Ernesto Vazquez Barreira          -91.447 
7321.    Dean Martin Jr                    -91.598 
7322.    Guilherme Clezar                  -91.661 
7323.    Bailey Brown                      -91.675 
7324.    Chun Hsin Tseng                   -91.833 
7325.    Mauro Menezes                     -92.085 
7326.    Rolf Thung                        -92.134 
7327.    Ivo Lagzdins                      -92.254 
7328.    Givaldo Barbosa                   -92.256 
7329.    Fernand Claude                    -92.383 
7330.    Benoit Paire                      -92.514 
7331.    Tetsu Kuramitsu                   -93.123 
7332.    Jose Moreno                       -93.271 
7333.    Patrizio Parrini                  -93.466 
7334.    Alan Haswell                      -93.649 
7335.    Artem Smirnov                     -93.656 
7336.    Rand Evett                        -93.798 
7337.    Mike Prineas                      -93.865 
7338.    Mustapha Dislam                   -94.125 
7339.    Roy Sprengelmeyer                 -94.132 
7340.    Adel Brahim                       -94.165 
7341.    Rares Cuzdriorean                 -94.173 
7342.    Joseph Victorino                  -94.193 
7343.    Yang Tat Lim                      -94.344 
7344.    Dick Dell                         -94.463 
7345.    Mahader Hassan                    -94.524 
7346.    Bill Colson                       -94.642 
7347.    Bartolome Salva Vidal             -94.803 
7348.    Andrey Dernovskiy                 -94.852 
7349.    Sergio Cruz                       -95.058 
7350.    Paris Gemouchidis                 -95.354 
7351.    Periclis Gavrilidis               -95.463 
7352.    Murad Inoyatov                    -95.514 
7353.    Tsung Hua Yang                    -95.764 
7354.    Seyed Akbar Taheri Rahaghi        -95.809 
7355.    Franco Bartoni                    -95.886 
7356.    Miguel Mir                        -95.898 
7357.    Graeme Notman                     -96.022 
7358.    Erhan Oral                        -96.063 
7359.    Amro Ghoneim                      -96.142 
7360.    Adel Al Shatti                    -96.531 
7361.    Manuel Tejada                     -96.554 
7362.    Hasan Ozdemir                     -96.661 
7363.    Luis Borfiga                      -96.712 
7364.    John Paish                         -96.81 
7365.    Eno Polo                          -96.833 
7366.    Yong Ho Chung                      -97.04 
7367.    Damion Johnson                    -97.193 
7368.    Elwyn Mccabe                      -97.413 
7369.    Julio Goes                        -97.474 
7370.    Javier Restrepo                   -97.651 
7371.    Vaja Uzakov                       -97.794 
7372.    Randy Nixon                       -97.871 
7373.    Carlos Di Laura                   -98.176 
7374.    Elmar Gerth                       -98.419 
7375.    Ramayah Ramachandran              -98.498 
7376.    Dmitriy Makeyev                   -98.549 
7377.    Greg Whitecross                   -98.563 
7378.    Tim Garcia                        -98.981 
7379.    Mathias Werren                     -99.02 
7380.    Jicham Zaatini                    -99.256 
7381.    Alex Bogdanovic                   -99.288 
7382.    Bill Tym                          -99.407 
7383.    Robert Casey                       -99.92 
7384.    Oscar Ortiz                      -100.035 
7385.    Martin Blackman                  -100.037 
7386.    Ashok Amritraj                   -100.183 
7387.    Razvan Sabau                     -100.203 
7388.    Kenneth Tsui                     -100.339 
7389.    Laurent Bram                     -100.373 
7390.    Bruce Nichols                    -101.091 
7391.    Cem Ilkel                        -101.673 
7392.    Anoosha Shahgholi                -101.686 
7393.    Brayden Schnur                   -101.935 
7394.    Alejandro Gattiker               -102.128 
7395.    Frank Puncec                     -102.459 
7396.    Ivan Kley                        -102.482 
7397.    Samer Mourad                     -102.523 
7398.    Kian Wah Yeo                      -102.56 
7399.    Bruce Kleege                     -103.427 
7400.    John Patrick Smith                -103.61 
7401.    Keith Brebnor                      -103.7 
7402.    Adam Jaya                        -103.726 
7403.    Ahmad Rabeea Muhammad            -103.772 
7404.    Shintaro Mochizuki               -103.882 
7405.    Alvin Gardiner                   -103.886 
7406.    Paul Sullivan                    -104.134 
7407.    Juan Carlos Baguena              -104.138 
7408.    Donald Dell                      -104.296 
7409.    George Taylor                    -104.482 
7410.    Roy Barth                        -104.718 
7411.    Marcos Klensch                   -105.285 
7412.    Erling Tveit                     -105.363 
7413.    Peter Fishbach                   -105.502 
7414.    Eduardo Zuleta                   -105.506 
7415.    Lionel Eli                       -105.552 
7416.    Alexandros Jakupovic             -105.792 
7417.    Shehab Shehab                    -105.931 
7418.    Randolf Scheller                 -106.156 
7419.    James Mcardle                    -106.166 
7420.    Timo Nieminen                    -106.395 
7421.    David Schneider                  -106.597 
7422.    George Kalovelonis               -106.684 
7423.    Adrien Viviani                   -106.703 
7424.    Abdelhak Hameurlaine             -107.567 
7425.    Jon Erik Ross                    -107.759 
